record_id,activity,duration_hours,wind_mean,gust_max,rain_max,daylight_fraction,completed_as_planned,notice
DEMO-0311,Turbine installation,6,11.47537,12.47537,0.02063,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0312,Turbine installation,7,4.61498,17.57540,2.56484,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0313,Turbine installation,5,3.24934,22.53397,2.11131,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0314,Turbine installation,3,10.33352,11.33352,1.06608,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0315,Turbine installation,7,13.64695,18.32802,1.78650,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0316,Turbine installation,6,4.42529,21.68475,0.67063,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0317,Turbine installation,8,8.53251,9.53251,0.50517,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0318,Turbine installation,2,4.34751,6.98306,1.41345,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0319,Turbine installation,4,8.31428,17.45523,1.05956,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0320,Turbine installation,8,9.32793,16.66334,1.84569,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0321,Turbine installation,5,9.15503,10.15503,0.65445,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0322,Turbine installation,8,9.35320,20.01961,1.98878,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0323,Turbine installation,1,2.02620,14.42163,2.30058,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0324,Turbine installation,1,10.40311,21.32955,0.49991,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0325,Turbine installation,7,10.12126,20.80384,0.13157,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0326,Turbine installation,3,10.23882,19.62514,1.31876,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0327,Turbine installation,5,1.11106,14.28618,2.32207,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0328,Turbine installation,4,6.70258,9.53079,1.95234,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0329,Turbine installation,4,6.13553,14.10756,2.10565,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0330,Turbine installation,8,1.30067,6.81460,1.20852,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0331,Turbine installation,1,3.33552,16.85923,0.70484,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0332,Turbine installation,7,6.61444,7.61444,1.59534,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0333,Turbine installation,8,11.14359,14.20111,0.61310,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0334,Turbine installation,6,3.55593,5.97888,2.17869,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0335,Turbine installation,4,12.44625,13.44625,0.59090,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0336,Turbine installation,2,8.18697,9.18697,0.87379,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0337,Turbine installation,6,11.40633,16.16057,1.51963,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0338,Turbine installation,4,7.08834,19.16216,1.46013,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0339,Turbine installation,2,7.48791,8.48791,1.80255,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0340,Turbine installation,3,9.29579,20.30511,1.31233,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0341,Turbine installation,8,13.91956,20.49382,2.75842,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0342,Turbine installation,3,7.37719,11.16084,2.51980,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0343,Turbine installation,2,7.92986,16.86207,2.63734,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0344,Turbine installation,6,9.02995,12.24703,1.88855,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0345,Turbine installation,2,11.06273,12.06273,1.90502,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0346,Turbine installation,8,1.07776,14.51592,1.82760,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0347,Turbine installation,7,7.73531,8.73531,1.30465,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0348,Turbine installation,8,7.22387,20.81250,0.96632,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0349,Turbine installation,8,13.82527,21.63722,1.77601,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0350,Turbine installation,2,7.40260,19.78904,0.07660,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0351,Turbine installation,2,7.02481,15.12551,0.02237,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0352,Turbine installation,3,14.43300,15.43300,2.55493,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0353,Turbine installation,4,6.75865,22.72293,0.13927,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0354,Turbine installation,8,2.71327,9.46223,1.57439,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0355,Turbine installation,6,3.25374,6.36707,1.84496,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0356,Turbine installation,6,1.42781,15.11494,0.59451,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0357,Turbine installation,8,0.00852,10.91814,2.68719,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0358,Turbine installation,6,6.47918,10.80210,0.57029,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0359,Turbine installation,4,11.53864,12.53864,2.65354,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0360,Turbine installation,4,11.00200,15.73231,2.28897,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0361,Turbine installation,5,0.48224,9.75261,0.72223,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0362,Turbine installation,1,8.54974,9.54974,0.45223,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0363,Turbine installation,6,2.31425,5.72777,0.94870,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0364,Turbine installation,6,14.11614,15.11614,1.19385,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0365,Turbine installation,6,2.51047,20.82144,0.73735,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0366,Turbine installation,5,9.39959,11.06007,2.99667,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0367,Turbine installation,7,4.89358,17.22334,0.68896,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0368,Turbine installation,8,9.62342,18.61785,2.49190,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0369,Turbine installation,5,6.18388,10.90581,0.47735,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0370,Turbine installation,4,11.39465,19.78953,2.94073,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0371,Turbine installation,1,3.46019,17.45383,0.67657,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0372,Turbine installation,7,13.58688,15.06636,1.26507,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0373,Turbine installation,8,7.50314,8.50314,1.67569,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0374,Turbine installation,6,11.34140,12.34140,0.36086,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0375,Turbine installation,7,12.74595,22.83559,2.45046,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0376,Turbine installation,7,14.98243,19.08111,0.82406,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0377,Turbine installation,7,3.35918,21.87617,1.64781,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0378,Turbine installation,5,4.30339,21.24146,1.64890,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0379,Turbine installation,1,3.75650,5.36797,1.80792,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0380,Turbine installation,1,3.94307,19.25325,0.16646,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0381,Turbine installation,2,8.73667,13.12062,0.50586,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0382,Turbine installation,4,14.90284,19.21205,0.48358,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0383,Turbine installation,6,14.85417,15.85417,0.90615,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0384,Turbine installation,4,7.90160,10.18759,0.43474,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0385,Turbine installation,1,9.58541,18.52383,2.76576,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0386,Turbine installation,2,12.89956,19.27437,1.53886,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0387,Turbine installation,8,13.99400,16.15486,1.87073,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0388,Turbine installation,8,3.05791,10.42261,1.07246,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0389,Turbine installation,4,7.92813,10.58653,0.82874,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0390,Turbine installation,7,12.49256,22.40175,1.50953,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0391,Turbine installation,6,4.54803,12.90582,0.88297,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0392,Turbine installation,8,6.59714,13.04826,1.03094,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0393,Turbine installation,8,14.78432,15.78432,1.35825,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0394,Turbine installation,6,14.77570,15.77570,1.51720,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0395,Turbine installation,4,13.59160,14.94809,2.95294,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0396,Turbine installation,6,11.97673,12.97673,0.66997,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0397,Turbine installation,3,4.03696,19.88087,1.46393,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0398,Turbine installation,3,4.81275,21.36292,0.44854,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0399,Turbine installation,5,8.20924,21.77798,1.05000,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0400,Turbine installation,5,8.41166,15.15733,2.15193,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0401,Turbine installation,5,7.58254,12.95867,0.52339,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0402,Turbine installation,4,9.55005,17.69432,1.74405,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0403,Turbine installation,4,6.12485,20.08982,1.25010,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0404,Turbine installation,1,11.23761,15.13368,0.15474,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0405,Turbine installation,5,5.00325,17.59966,2.79923,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0406,Turbine installation,5,4.96015,18.49513,1.24081,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0407,Turbine installation,8,1.90839,17.17509,2.35178,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0408,Turbine installation,5,2.83068,18.43040,1.24894,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0409,Turbine installation,4,12.75781,13.75781,2.81208,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0410,Turbine installation,1,6.69424,13.97074,0.87141,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0411,Turbine installation,2,3.41802,15.58883,1.23669,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0412,Turbine installation,3,11.39012,12.39012,2.27659,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0413,Turbine installation,4,8.30972,20.40733,1.03100,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0414,Turbine installation,3,0.31734,15.98044,1.09307,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0415,Turbine installation,4,4.74542,7.32445,2.98447,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0416,Turbine installation,7,2.65502,19.69443,1.66684,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0417,Turbine installation,2,9.83809,17.90703,2.06814,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0418,Turbine installation,3,4.12547,18.64939,1.93039,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0419,Turbine installation,2,0.97420,12.05676,2.48377,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0420,Turbine installation,3,0.82402,20.37565,2.58548,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0421,Turbine installation,6,8.72591,12.45250,1.68977,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0422,Turbine installation,1,0.32585,15.26916,0.88367,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0423,Turbine installation,3,12.73188,13.73188,0.06840,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0424,Turbine installation,1,2.33096,16.60772,1.84321,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0425,Turbine installation,8,9.09850,17.92716,2.47641,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0426,Turbine installation,6,6.67032,15.20797,1.35162,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0427,Turbine installation,2,6.64277,13.93806,0.49412,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0428,Turbine installation,2,1.07696,19.57886,0.86425,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0429,Turbine installation,1,12.04128,17.26471,1.52997,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0430,Turbine installation,4,13.39579,14.39579,2.51004,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0431,Turbine installation,7,0.16525,22.26332,0.51526,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0432,Turbine installation,5,2.67906,17.73081,1.83645,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0433,Turbine installation,8,13.55856,22.78290,2.26011,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0434,Turbine installation,3,8.24240,22.48270,2.80814,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0435,Turbine installation,3,2.25059,21.54038,0.35011,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0436,Turbine installation,4,3.04186,18.59669,2.77917,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0437,Turbine installation,2,9.89979,15.96973,1.80440,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0438,Turbine installation,8,10.87225,11.87225,2.30010,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0439,Turbine installation,2,8.99140,14.78033,0.16132,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0440,Turbine installation,4,14.29723,18.77678,1.51844,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0441,Turbine installation,5,7.41095,14.37543,1.86789,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0442,Turbine installation,1,4.50408,20.62830,0.92050,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0443,Turbine installation,4,7.15849,8.15849,1.29495,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0444,Turbine installation,4,5.39499,11.85693,1.66289,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0445,Turbine installation,3,3.36624,14.10736,1.65764,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0446,Turbine installation,2,0.68945,12.78186,0.12558,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0447,Turbine installation,1,5.28319,6.95456,1.31845,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0448,Turbine installation,1,10.67114,11.67114,0.64145,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0449,Turbine installation,4,0.27657,20.07711,2.75009,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0450,Turbine installation,1,6.58768,13.71892,2.92974,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0451,Turbine installation,8,9.66014,10.66014,0.89894,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0452,Turbine installation,2,9.15606,10.15606,0.52556,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0453,Turbine installation,6,11.64973,13.52256,0.65851,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0454,Turbine installation,6,12.15780,13.15780,1.43326,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0455,Turbine installation,4,10.67559,17.69227,2.62352,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0456,Turbine installation,8,1.54197,19.31582,1.50011,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0457,Turbine installation,1,7.12534,9.10934,0.16618,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0458,Turbine installation,2,9.05109,15.65919,0.11966,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0459,Turbine installation,3,3.68349,7.78000,0.68217,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0460,Turbine installation,2,0.63828,10.46449,2.52831,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0461,Turbine installation,3,3.35385,20.99832,1.86444,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0462,Turbine installation,3,6.82342,14.79377,1.68887,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0463,Turbine installation,7,6.20895,20.94600,0.95691,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0464,Turbine installation,3,2.65000,9.05446,2.78828,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0465,Turbine installation,8,12.36623,13.36623,0.99353,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0466,Turbine installation,7,13.88530,14.88530,2.50483,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0467,Turbine installation,8,3.02022,13.64144,2.68771,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0468,Turbine installation,1,13.94359,22.95766,1.45001,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0469,Turbine installation,8,0.26791,7.06002,2.68287,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0470,Turbine installation,5,13.87444,20.33537,0.83041,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0471,Turbine installation,8,14.27893,20.54628,1.97530,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0472,Turbine installation,3,0.18078,14.95758,0.26389,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0473,Turbine installation,8,11.44529,12.44529,1.42180,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0474,Turbine installation,5,14.55302,15.55302,0.65200,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0475,Turbine installation,1,13.58853,14.58853,0.18829,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0476,Turbine installation,4,14.56065,19.38393,0.01118,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0477,Turbine installation,2,8.25485,13.96902,0.97426,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0478,Turbine installation,8,1.17234,21.66516,1.76859,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0479,Turbine installation,3,12.74684,16.20844,1.36569,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0480,Turbine installation,2,9.20742,14.25775,0.90531,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0481,Turbine installation,5,9.22105,17.79925,2.97360,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0482,Turbine installation,4,6.25880,14.07079,2.81858,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0483,Turbine installation,1,8.57763,21.28111,0.37696,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0484,Turbine installation,7,2.30370,8.32003,1.24532,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0485,Turbine installation,7,11.09655,22.52028,1.94654,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0486,Turbine installation,6,1.12526,19.61943,2.20047,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0487,Turbine installation,5,10.94671,20.49320,1.09912,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0488,Turbine installation,4,12.73468,13.73468,2.23885,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0489,Turbine installation,5,7.08703,20.06963,0.37245,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0490,Turbine installation,5,7.64746,10.52193,0.99544,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0491,Turbine installation,2,4.68321,18.71507,2.14930,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0492,Turbine installation,1,14.54188,15.54188,1.87705,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0493,Turbine installation,3,10.99687,11.99687,2.51163,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0494,Turbine installation,4,5.53483,13.02319,0.14057,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0495,Turbine installation,2,2.62211,10.80175,0.52318,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0496,Turbine installation,1,3.29369,11.96631,0.14548,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0497,Turbine installation,7,6.95883,19.76189,0.57634,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0498,Turbine installation,3,14.13853,15.13853,0.01285,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0499,Turbine installation,5,11.01220,18.41506,1.51263,0.50000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0500,Turbine installation,5,3.22866,6.32682,1.58494,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0501,Turbine installation,6,12.89342,18.78330,1.97368,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0502,Turbine installation,6,5.67301,19.25642,1.15474,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0503,Turbine installation,3,12.77583,13.77583,0.00962,0.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0504,Turbine installation,7,3.62549,18.00460,2.02167,0.50000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0505,Turbine installation,3,9.27991,21.47249,0.16287,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0506,Turbine installation,7,13.90006,19.41283,2.59851,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0507,Turbine installation,4,3.86841,12.02804,0.06796,1.00000,1,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0508,Turbine installation,1,10.39390,13.71584,1.59143,1.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
DEMO-0509,Turbine installation,7,14.80969,19.02844,2.68475,0.00000,0,Generated demonstration data. Limits are illustrative and must not be used for real lifting operations.
